"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd_pledged_real","usd_goal_real","usd_pledged","status","euros_pledged","euros_goal","proyect_length"
"121435",1616829594,"Willoughby General","Spaces","Food","USD",2015-07-23,7000,2015-06-23,7536,111,"US",7536,7000,7536,"1",6126.829,5691.06,30
"323184",716077859,"Everything Is A Canvas","Art","Art","USD",2016-01-08,1000,2015-12-09,50,1,"US",50,1000,50,"0",40.65041,813.01,30
"246631",324316421,"Sunny Straps & Wood Sunglasses | Polarized Lenses | Handmade","Fashion","Fashion","USD",2017-08-07,1500,2017-07-28,805,15,"US",805,1500,805,"0",654.4715,1219.51,10
"32921",1167229167,"Dear Girls, a magazine for tween girls","Publishing","Publishing","USD",2016-10-26,5000,2016-09-26,0,0,"US",0,5000,0,"0",0,4065.04,30
"331698",759846734,"The Dance Cartel takes AMERICA","Dance","Dance","USD",2014-06-18,13000,2014-05-19,18172.43,164,"US",18172.43,13000,18172.43,"1",14774.33,10569.11,30
"22260",1112835832,"AFRO URUGUAY: FORWARD TOGETHER","Documentary","Film & Video","USD",2012-12-06,15000,2012-11-07,15021.5,145,"US",15021.5,15000,15021.5,"1",12212.6,12195.12,29
"200031",2018637984,"The Rebel Entrepreneur Show!","Radio & Podcasts","Publishing","USD",2016-02-06,4500,2015-12-31,1100,2,"US",1100,4500,1100,"0",894.3089,3658.54,37
"50530",1257341117,"Timber Drone: The First DIY Drone Kit For Everyone","DIY Electronics","Technology","USD",2015-08-05,10000,2015-07-06,1946,5,"US",1946,10000,1946,"0",1582.114,8130.08,30
"331310",757838674,"wjs","Web","Technology","EUR",2015-08-22,3000,2015-07-23,0,0,"FR",0,3380.4,0,"0",0,2439.02,30
"262320",404312255,"The Launch of Risk vs Reward Clothing; a melding of artwork and fashion","Fashion","Fashion","USD",2010-10-26,5000,2010-08-27,535,5,"US",535,5000,535,"0",434.9593,4065.04,60
"342684",815709279,"Indy and the Farm","Product Design","Design","USD",2017-03-30,25000,2017-02-28,16464,241,"US",16464,25000,16464,"0",13385.37,20325.2,30
"123494",1627063973,"Frankenstein: The Metal Opera","Musical","Theater","GBP",2014-09-10,2000,2014-08-11,3053.5,111,"GB",4956.66,3246.54,4956.66,"1",4029.805,1626.02,30
"42380",1215740823,"Dragonball Z T shirts","Fashion","Fashion","EUR",2015-10-22,500,2015-09-22,0,0,"NL",0,554.2,0,"0",0,406.5,30
"61069",1310661722,"WHAT SHOULD BE THE FEAR: A #PreciousGorgeous Album(Relaunch)","Music","Music","USD",2015-09-04,5000,2015-08-19,5355,0,"US",5355,5000,5355,"1",4353.659,4065.04,16
"172463",1877092082,"Handkerchief container","Design","Design","EUR",2017-07-05,600,2017-06-05,0,0,"IT",0,684.72,0,"0",0,487.8,30
"273789",46298880,"The Acme Made Charge Case -- For iPhone 6 and iPhone 6 Plus","Product Design","Design","USD",2014-12-08,5000,2014-11-03,11797,312,"US",11797,5000,11797,"1",9591.057,4065.04,35
"294152",567187125,"""Terminal Hip""  at the Galway Fringe Festival","Theater","Theater","USD",2013-05-26,7000,2013-04-26,7585,120,"US",7585,7000,7585,"1",6166.667,5691.06,30
"42660",1217172829,"The Ramones: A Loud, Hard, and Fast Tribute","Documentary","Film & Video","USD",2015-11-14,3000,2015-09-15,25,1,"US",25,3000,25,"0",20.3252,2439.02,60
"151045",1767600749,"ADULT Super hero 17+ 'FREE"" Graphic novels series","Graphic Novels","Comics","AUD",2017-07-01,499,2017-05-17,5,1,"AU",3.8,379.5,3.8,"0",3.089431,405.69,45
"227844",228443639,"CONGAAARGH! A NAUTICAL NIGHTMARE featuring creature effects!","Horror","Film & Video","GBP",2014-10-31,3500,2014-09-23,3920,69,"GB",6259.98,5589.27,6259.98,"1",5089.415,2845.53,38
"22371",1113442820,"Phantom GP Virtual Buttons - Controls for your Mobile Gaming","Mobile Games","Games","USD",2015-07-30,15000,2015-06-30,35,2,"US",35,15000,35,"0",28.45528,12195.12,30
"97690",1496079412,"JAUX Headphones: Headphones with built in AUX capability","Sound","Technology","USD",2016-08-04,30000,2016-07-05,0,0,"US",0,30000,0,"0",0,24390.24,30
"5340",1027179253,"RIOT1394 - World | Graffiti-Book","Mixed Media","Art","EUR",2017-07-08,9500,2017-06-08,12089,192,"DE",13799.6,10844.25,13799.6,"1",11219.19,7723.58,30
"184953",1941815822,"Great Chicago Novel - Again, for the First Time","Journalism","Journalism","USD",2010-07-27,2000,2010-06-09,2140,30,"US",2140,2000,2140,"1",1739.837,1626.02,48
"307730",637487526,"Annunciation (a triptych) - a short film","Narrative Film","Film & Video","USD",2011-08-10,2000,2011-06-20,2045,26,"US",2045,2000,2045,"1",1662.602,1626.02,51
"258827",38636600,"Nasty RecordZ Arizona Show","Hip-Hop","Music","USD",2015-10-28,15000,2015-08-29,0,0,"US",0,15000,0,"0",0,12195.12,60
"33270",1169022590,"The Vacay App","Apps","Technology","USD",2015-11-28,30000,2015-10-29,45,17,"US",45,30000,45,"0",36.58537,24390.24,30
"39541",1201048207,"Pasta Faster","Food","Food","NZD",2015-02-02,30000,2015-01-03,300,1,"NZ",222.78,22278.33,222.78,"0",181.122,24390.24,30
"337730",790337814,"Granite Falls Journal:  A Weekly News Publication","Journalism","Journalism","USD",2013-11-05,3500,2013-10-01,270,8,"US",270,3500,270,"0",219.5122,2845.53,35
"259879",391563547,"HYPHY Case","Technology","Technology","USD",2016-08-10,49000,2016-07-14,240,5,"US",240,49000,240,"0",195.122,39837.4,27
"204939",2044110391,"Project Q","Technology","Technology","USD",2018-02-24,1e+05,2017-12-26,0,0,"US",0,1e+05,0,"0",0,81300.81,60
"101979",1518197372,"Create the physical version of Music Fix magazine (Canceled)","Journalism","Journalism","GBP",2013-04-16,10000,2013-02-15,0,0,"GB",0,15349.9,0,"0",0,8130.08,60
"141118",1716706636,"Handmade Postcards by CREATIVE TRAITS","Product Design","Design","SGD",2017-07-26,1000,2017-06-26,79,3,"SG",58.11,735.51,58.11,"0",47.2439,813.01,30
"334121",771993219,"Girls vs. The City","Comedy","Film & Video","CAD",2016-10-27,5000,2016-09-27,5716,85,"CA",4269.18,3734.41,4269.18,"1",3470.878,4065.04,30
"92455",1469796886,"A strong foundation for 8 - Printing in house","Mixed Media","Art","USD",2014-08-10,7000,2014-07-11,0,0,"US",0,7000,0,"0",0,5691.06,30
"30267",1153804315,"Sashay - Shante","Design","Design","CAD",2017-10-07,500,2017-08-08,346,22,"CA",276.82,400.03,276.82,"0",225.0569,406.5,60
"313467",666565116,"Challnge Yourself - Health & Fitness Challenges","Web","Technology","USD",2017-01-01,6000,2016-12-02,11,3,"US",11,6000,11,"0",8.943089,4878.05,30
"76259",138822617,"Art Food Creations","Sculpture","Art","USD",2014-08-07,250,2014-07-08,0,0,"US",0,250,0,"0",0,203.25,30
"58023",1295280517,"VICTIMAS DE UN SECUESTRO EMOCIONAL","Documentary","Film & Video","EUR",2017-02-18,10000,2017-01-19,530,3,"ES",562.27,10608.95,562.27,"0",457.1301,8130.08,30
"237110",275346394,"Erase the Lines","Electronic Music","Music","SEK",2014-12-31,18500,2014-11-28,5,1,"SE",0.64,2352.58,0.64,"0",0.5203252,15040.65,33
"145448",1738835856,"Hereafter -  A Supernatural Sci-Fi Thriller","Film & Video","Film & Video","GBP",2013-06-05,4000,2013-05-15,8073.5,119,"GB",12575.35,6230.43,12575.35,"1",10223.86,3252.03,21
"340464",804114334,"Help fund The Social Order Single","Indie Rock","Music","GBP",2014-04-03,300,2014-03-04,35,4,"GB",58,497.16,58,"0",47.15447,243.9,30
"188738",196042053,"Larone Artisans","Accessories","Fashion","USD",2017-07-03,10000,2017-06-06,2883,21,"US",2883,10000,2883,"0",2343.902,8130.08,27
"45971",1233732924,"Pack of Heroes - A Superhero Card Game","Tabletop Games","Games","USD",2013-06-23,15000,2013-05-18,8932,185,"US",8932,15000,8932,"0",7261.789,12195.12,36
"26561",1134861299,"Revolving Doors","Shorts","Film & Video","CAD",2014-03-23,2750,2014-02-21,2886,38,"CA",2614.6,2491.39,2614.6,"1",2125.691,2235.77,30
"222116",213158302,"Third Wish Jewelry- Bringing Silver to Life","Jewelry","Fashion","USD",2015-07-26,6000,2015-06-26,7430,36,"US",7430,6000,7430,"1",6040.65,4878.05,30
"274728",467896309,"Luxury Handmade Pens by Stephen Scott","Product Design","Design","USD",2012-07-14,15000,2012-06-14,1320,19,"US",1320,15000,1320,"0",1073.171,12195.12,30
"79008",1401994401,"The Lousiana Entertainment Report","Film & Video","Film & Video","USD",2015-03-07,1500,2015-02-05,236,0,"US",236,1500,236,"0",191.8699,1219.51,30
"250224",342741543,"Pass Bake - A Healthy Password Lifestyle","Technology","Technology","USD",2012-08-12,10000,2012-07-13,393,20,"US",393,10000,393,"0",319.5122,8130.08,30
"166090",1844964020,"Preserving vintage toys for future enjoyment and reference","Public Art","Art","USD",2014-02-07,5000,2014-01-08,5065,34,"US",5065,5000,5065,"1",4117.886,4065.04,30
"170700",1868401038,"Orchards with a purpose. Urban/forest interface firebreak","Spaces","Food","USD",2015-12-29,20000,2015-12-22,100,1,"US",100,20000,100,"0",81.30081,16260.16,7
"238969",285120133,"Sergio-2015 Album Project","Indie Rock","Music","USD",2015-04-21,10000,2015-03-11,1,1,"US",1,10000,1,"0",0.8130081,8130.08,41
"65588",1333565233,"Ola! - A Guide to Oral Language Acquisition","Academic","Publishing","USD",2015-01-23,1500,2014-12-22,1812,26,"US",1812,1500,1812,"1",1473.171,1219.51,32
"94703",1481387484,"Loop Switchers (Canceled)","DIY","Crafts","USD",2015-03-10,1000,2015-02-08,0,0,"US",0,1000,0,"0",0,813.01,30
"146536",1744478286,"Runic Forge Handcrafted Terrain","Tabletop Games","Games","USD",2016-06-09,1500,2016-05-10,2827,14,"US",2827,1500,2827,"1",2298.374,1219.51,30
"87360",1444055713,"2016/2017 Cyclocross Album","Photobooks","Photography","GBP",2017-02-06,22000,2017-01-06,23086,375,"GB",28770.11,27416.72,28770.11,"1",23390.33,17886.18,31
"128576",1652830893,"None Shall Pass! Blockadia in North America","Documentary","Film & Video","USD",2015-05-07,3500,2015-04-07,4221,57,"US",4221,3500,4221,"1",3431.707,2845.53,30
"69713",1354777743,"Animal Dreamers-Art Therapy Coloring Book For All Ages","Illustration","Art","GBP",2015-05-06,110,2015-04-21,560,30,"GB",863.16,169.55,863.16,"1",701.7561,89.43,15
"253704",360278580,"Endure Apparel 2.0","Fashion","Fashion","USD",2013-11-10,75800,2013-10-01,462,5,"US",462,75800,462,"0",375.6098,61626.02,40
"153214",1778674644,"Morton's Clearing","Shorts","Film & Video","USD",2012-02-22,1000,2012-01-23,1859,39,"US",1859,1000,1859,"1",1511.382,813.01,30
"339603",799871291,"Creative Catapult","Art","Art","USD",2017-08-09,3900,2017-07-10,3495,68,"US",3495,3900,3495,"0",2841.463,3170.73,30
"52453",1266855076,"A FREESTYLE NIGHT TO REMEMBER HARTFORD CT","Latin","Music","USD",2016-04-30,300,2016-03-31,128,1,"US",128,300,128,"0",104.065,243.9,30
"353572",871118482,"Vulnerability on Vinyl","Faith","Music","GBP",2017-12-01,1600,2017-11-01,1673,31,"GB",2256.54,2158.08,2256.54,"1",1834.585,1300.81,30
"327147",736205658,"Go To The Mountain","Shorts","Film & Video","USD",2012-03-19,38000,2012-02-13,200,5,"US",200,38000,200,"0",162.6016,30894.31,35
"242682",30422952,"Sprai Apparel: Lifestyle","Fashion","Fashion","USD",2014-02-23,5000,2014-01-24,5754,141,"US",5754,5000,5754,"1",4678.049,4065.04,30
"318957",694622395,"Down2Earth Tees","Graphic Design","Design","USD",2014-08-24,500,2014-07-25,525,11,"US",525,500,525,"1",426.8293,406.5,30
"200603",2021529381,"Sinners & Saints","Country & Folk","Music","USD",2014-06-20,5000,2014-05-22,5265,66,"US",5265,5000,5265,"1",4280.488,4065.04,29
"129065",165520683,"Deep Love: Going to the Moon","Musical","Theater","USD",2014-08-31,5000,2014-08-01,6625.23,142,"US",6625.23,5000,6625.23,"1",5386.366,4065.04,30
"311454",656594098,"Amiel: An Unusual Story","Comic Books","Comics","USD",2015-09-30,25000,2015-08-31,1,1,"US",1,25000,1,"0",0.8130081,20325.2,30
"245799",320103839,"The Book of Passion (OGL 3.75; Mature Audiences)","Tabletop Games","Games","USD",2017-03-16,7600,2017-02-14,18368,317,"US",18368,7600,18368,"1",14933.33,6178.86,30
"147714",175063831,"Claymation ""Mourning Rituals"" 180g Double LP Release","Music","Music","USD",2013-02-01,1999,2012-12-31,2317.33,33,"US",2317.33,1999,2317.33,"1",1884.008,1625.2,32
"50506",1257228202,"Dachi Tea Co. — Authentic, Unequivocally Single-origin Tea","Drinks","Food","USD",2017-08-01,10000,2017-07-02,36329,445,"US",36329,10000,36329,"1",29535.77,8130.08,30
"244092",311404172,"Making a Record: Patrick Bower & World Without Magic","Indie Rock","Music","USD",2010-07-27,8000,2010-04-28,315,7,"US",315,8000,315,"0",256.0976,6504.06,90
"146322",1743392799,"Jordan Rice Project","Music","Music","USD",2015-07-23,11500,2015-06-23,120,2,"US",120,11500,120,"0",97.56098,9349.59,30
"65816",1334672914,"PostQuips, A Notebook of Jokes and White Space","Fiction","Publishing","USD",2017-01-20,1000,2016-12-21,1075,52,"US",1075,1000,1075,"1",873.9837,813.01,30
"265742",421871876,"DEDICATION: The Truth So Help Me","Hip-Hop","Music","USD",2015-04-03,15000,2015-02-17,1,1,"US",1,15000,1,"0",0.8130081,12195.12,45
"53835",1274019538,"Pint Craft","Tabletop Games","Games","USD",2012-11-26,12000,2012-10-10,14357,446,"US",14357,12000,14357,"1",11672.36,9756.1,47
"183795",193566794,"War Birds","Shorts","Film & Video","GBP",2015-01-06,1500,2014-12-07,1810,41,"GB",2741.59,2272.04,2741.59,"1",2228.935,1219.51,30
"237797",279008042,"Luna-C -- an online multilingual crossword game","Video Games","Games","USD",2013-05-22,20000,2013-04-22,390,8,"US",390,20000,390,"0",317.0732,16260.16,30
"373578",973611076,"A Collection of Quintessential Quotes","Publishing","Publishing","USD",2016-10-06,500,2016-09-06,1,1,"US",1,500,1,"0",0.8130081,406.5,30
"210986",2075168289,"Geekaholic Apparel","Fashion","Fashion","USD",2014-02-05,8500,2014-01-05,241,10,"US",241,8500,241,"0",195.935,6910.57,31
"150695",1765668693,"DESTINATION FOREVER PROJECT","Music","Music","USD",2014-01-10,15000,2013-11-26,3939.75,80,"US",3939.75,15000,3939.75,"0",3203.049,12195.12,45
"278802",488292722,"Songs of Sorrow / Songs of Hope","Music","Music","USD",2014-05-19,8000,2014-04-19,10622,170,"US",10622,8000,10622,"1",8635.772,6504.06,30
"184376",1938896971,"The Italian Art Project","Painting","Art","NOK",2014-12-15,1000,2014-11-10,0,0,"NO",0,136.21,0,"0",0,813.01,35
"197334",200474397,"Honorable Warrior","Narrative Film","Film & Video","USD",2012-11-29,31000,2012-10-24,3003,40,"US",3003,31000,3003,"0",2441.463,25203.25,36
"353840",872449594,"Rose Honick","Design","Design","GBP",2015-02-15,5500,2015-01-16,1010,15,"GB",1552.94,8456.59,1552.94,"0",1262.553,4471.54,30
"140661",1714320209,"Kit Demos's Flametet:  History of the Flame","Jazz","Music","USD",2014-01-19,800,2013-12-20,85,3,"US",85,800,85,"0",69.10569,650.41,30
"362059",914883049,"Show and Tell, a comic anthology about learning and teaching","Comics","Comics","USD",2011-03-26,3000,2010-12-29,257.5,10,"US",257.5,3000,257.5,"0",209.3496,2439.02,87
"155811",1792511346,"The Atari ST and the creative people: Volume 1","Nonfiction","Publishing","EUR",2016-06-06,26208,2016-05-07,18931,365,"DE",21399.67,29625.61,21399.67,"0",17398.11,21307.32,30
"76181",138785785,"Springs potatoes","Food Trucks","Food","GBP",2015-05-08,6000,2015-04-08,10,1,"GB",15.41,9248.13,15.41,"0",12.52846,4878.05,30
"312517",661878810,"The MINI TIM3 MACHIN3. Same Great Functions. Just Smaller.","Gadgets","Technology","USD",2015-08-18,10000,2015-07-18,50006,721,"US",50006,10000,50006,"1",40655.28,8130.08,31
"341038",807068997,"Wyrmwood Dice Trays & Dice Vaults for WARMACHINE & HORDES!","Tabletop Games","Games","USD",2016-01-14,10000,2015-12-15,32999,214,"US",32999,10000,32999,"1",26828.46,8130.08,30
"246527",323705775,"The ART of Fantasy Football by P.Ramos","Art Books","Publishing","EUR",2017-08-09,3000,2017-06-30,4630,95,"ES",5447.19,3529.49,5447.19,"1",4428.61,2439.02,40
"2824",1014638056,"The Second Annual Women Sports Film Festival","Festivals","Film & Video","USD",2017-07-20,25000,2017-06-20,27080,389,"US",27080,25000,27080,"1",22016.26,20325.2,30
"147326",1748729397,"IndieMash The Great new place for Indie devolopers","Video Games","Games","GBP",2014-09-02,1500,2014-08-03,0,0,"GB",0,2444.39,0,"0",0,1219.51,30
"131602",1667889291,"Demons of London","Fiction","Publishing","GBP",2013-10-25,2500,2013-09-30,91,5,"GB",147.17,4043.02,147.17,"0",119.6504,2032.52,25
"214172",2091323449,"The Bike Valet -  Art, meet Function...","Design","Design","USD",2012-02-09,10000,2012-01-10,12958,156,"US",12958,10000,12958,"1",10534.96,8130.08,30
"12184",1061057797,"Wait! Album Donations","Pop","Music","USD",2011-02-01,500,2010-12-26,561,17,"US",561,500,561,"1",456.0976,406.5,37
"201568",2026543159,"IN THE NEST documentary","Documentary","Film & Video","USD",2012-01-07,75000,2011-12-08,23942,157,"US",23942,75000,23942,"0",19465.04,60975.61,30
"141467",171865822,"Xploboard - The IoT reference","Hardware","Technology","EUR",2016-03-12,20000,2016-02-06,43,3,"DE",48.5,22558.09,48.5,"0",39.43089,16260.16,35
"39090",1198673935,"Mitch McVicker's New Album","Indie Rock","Music","USD",2014-09-08,9000,2014-08-09,19565,107,"US",19565,9000,19565,"1",15906.5,7317.07,30
"139935",1710655298,"The Meataholic's Guide to Cooking","Cookbooks","Food","USD",2014-08-16,1000,2014-07-17,300,8,"US",300,1000,300,"0",243.9024,813.01,30
"356050",883598433,"HELPING CHEO","Music","Music","USD",2015-12-15,2500,2015-11-12,510,0,"US",510,2500,510,"0",414.6341,2032.52,33
"235788",268636610,"The Teradata Performance Tuning Book (Canceled)","Publishing","Publishing","EUR",2015-08-29,60000,2015-07-30,0,0,"AT",0,66827.8,0,"0",0,48780.49,30
"30334",1154130187,"Clown Town #1: 3-Ring Mayhem Returns to Horror Comics!","Comics","Comics","USD",2011-06-30,1000,2011-05-31,1325,34,"US",1325,1000,1325,"1",1077.236,813.01,30
"189312",1963438866,"""Miracle on 34th Street"" - We believe. Do you believe in us?","Plays","Theater","USD",2016-12-12,3000,2016-11-27,625,12,"US",625,3000,625,"0",508.1301,2439.02,15
"216507",2102977196,"News@11","Tabletop Games","Games","USD",2017-10-07,11000,2017-09-11,11376.01,400,"US",11376.01,11000,11376.01,"1",9248.789,8943.09,26
"276281",475644108,"Barrier Island: The 1st play in a new Trilogy","Theater","Theater","USD",2010-05-02,1000,2010-03-26,335,6,"US",335,1000,335,"0",272.3577,813.01,37
"145060",1736945375,"Willem A Graphic Novel","Fiction","Publishing","USD",2014-01-27,10000,2013-12-28,3,3,"US",3,10000,3,"0",2.439024,8130.08,30
"87141",1442975092,"Making your life a HAM sandwhich!","Academic","Publishing","USD",2014-08-09,5000,2014-07-10,0,0,"US",0,5000,0,"0",0,4065.04,30
"288094",535811197,"Ryan Harvey - Today And Tomorrow","Music","Music","USD",2012-12-19,3000,2012-11-18,3231.15,123,"US",3231.15,3000,3231.15,"1",2626.951,2439.02,31
"351211",859265285,"BACKYARD VAMPIRE","Shorts","Film & Video","USD",2012-07-04,1000,2012-05-08,20,1,"US",20,1000,20,"0",16.26016,813.01,57
"231151",24495134,"Crossfire MMORPG is a real world field of play game.","Live Games","Games","USD",2015-10-20,150000,2015-09-20,0,0,"US",0,150000,0,"0",0,121951.2,30
"22626",1114789635,"The FIRST African American Superhero Black Panther Sneaker","Footwear","Fashion","USD",2017-09-20,10000,2017-08-17,725,3,"US",725,10000,725,"0",589.4309,8130.08,34
"28027",1142316027,"Dead Birds Adore Us Debut Album Release","Metal","Music","USD",2014-06-08,1500,2014-05-09,1915.66,47,"US",1915.66,1500,1915.66,"1",1557.447,1219.51,30
"32603",1165595063,"Ladder Gloves","Design","Design","CAD",2016-06-03,1500,2016-05-04,2,2,"CA",1.53,1146.44,1.53,"0",1.243902,1219.51,30
"312767",663179597,"Feature Film - The Hollow Oak","Film & Video","Film & Video","USD",2013-05-02,1000,2013-04-02,150,4,"US",150,1000,150,"0",121.9512,813.01,30
"40372",1205406728,"Rate Around","Restaurants","Food","EUR",2016-06-24,7000,2016-05-27,0,0,"IE",0,7746.19,0,"0",0,5691.06,28
"89424",1454304067,"Memories - You can´t escape!","Video Games","Games","EUR",2015-09-08,2500,2015-08-09,776,5,"DE",874.4,2817,874.4,"0",710.8943,2032.52,30
